DATAFLOW,LAST UPDATE,freq,subst_cat,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,LU,2012,18855,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,LU,2013,14604,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,LU,2014,14903,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,LU,2015,17072,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,LU,2016,15657,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,LU,2017,13772,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,LU,2018,11213,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,LU,2019,9405,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,LU,2020,11379,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,LU,2021,13128,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,LU,2022,14119,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,LV,2011,51314,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,LV,2012,69386,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,LV,2013,61645,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,LV,2014,83358,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,LV,2015,119482,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,LV,2016,141183,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,LV,2017,148939,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,LV,2018,212757,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,LV,2019,152364,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,LV,2020,198824,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,LV,2021,239455,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,LV,2022,230249,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,MT,2011,24611,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,MT,2012,22116,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,MT,2013,32675,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,MT,2014,27306,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,MT,2015,44102,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,MT,2016,22056,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,MT,2017,31159,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,MT,2018,31185,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,MT,2019,31526,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,MT,2020,35483,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,MT,2021,36972,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,MT,2022,33593,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,NL,2011,1915841,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,NL,2012,1799740,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,NL,2013,1949440,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,NL,2014,738188,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,NL,2015,474481,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,NL,2016,527952,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,NL,2017,589220,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,NL,2018,587842,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,NL,2019,533956,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,NL,2020,680667,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,NL,2021,746323,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,NL,2022,700786,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,NO,2011,23272,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,NO,2012,27009,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,NO,2013,19143,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,NO,2014,37663,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,NO,2015,18873,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,NO,2016,20877,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,NO,2017,22951,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,NO,2018,17878,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,NO,2019,16472,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,NO,2020,20218,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,NO,2021,22590,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,NO,2022,28039,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,PL,2011,2136593,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,PL,2012,2285460,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,PL,2013,2520308,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,PL,2014,3296090,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,PL,2015,3075315,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,PL,2016,3077390,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,PL,2017,3018313,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,PL,2018,3803005,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,PL,2019,4105670,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,PL,2020,5169596,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,PL,2021,6284767,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,PL,2022,5544910,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,PT,2011,1950074,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,PT,2012,2056343,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,PT,2013,1172362,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,PT,2014,2220958,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,PT,2015,2728656,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,PT,2016,3075553,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,PT,2017,1987816,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,PT,2018,1952986,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,PT,2019,2000382,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,PT,2020,1256254,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,PT,2021,1781741,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,PT,2022,1571464,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,RO,2011,983240,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,RO,2012,919201,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,RO,2013,1035674,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,RO,2014,1331015,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,RO,2015,1325109,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,RO,2016,1633333,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,RO,2017,1727626,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,RO,2018,1696310,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,RO,2019,1480649,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,RO,2020,1392225,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,RO,2021,1718968,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,RO,2022,1553378,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,SE,2011,87116,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,SE,2012,91866,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,SE,2013,93411,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,SE,2014,96309,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,SE,2015,131190,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,SE,2016,92771,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,SE,2017,82446,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,SE,2018,74156,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,SE,2019,71686,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,SE,2020,100487,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,SE,2021,113329,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,SE,2022,125079,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,SI,2011,75265,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,SI,2012,63552,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,SI,2013,68817,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,SI,2014,72111,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,SI,2015,84845,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,SI,2016,102516,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,SI,2017,87853,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,SI,2018,114527,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,SI,2019,81082,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,SI,2020,86142,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,SI,2021,84460,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,SI,2022,73211,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,SK,2011,241631,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,SK,2012,267244,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,SK,2013,299994,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,SK,2014,331526,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,SK,2015,317224,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,SK,2016,365258,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,SK,2017,403935,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,SK,2018,450201,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,SK,2019,364427,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,SK,2020,398150,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,SK,2021,461432,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,SK,2022,404375,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,AT,2011,250135,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,AT,2012,271550,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,AT,2013,246930,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,AT,2014,222217,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,AT,2015,198198,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,AT,2016,192033,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,AT,2017,200407,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,AT,2018,171241,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,AT,2019,161244,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,AT,2020,42866,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,AT,2021,41246,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,AT,2022,17973,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,BE,2011,1031951,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,BE,2012,990442,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,BE,2013,945252,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,BE,2014,1107537,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,BE,2015,1086589,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,BE,2016,979372,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,BE,2017,706072,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,BE,2018,705116,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,BE,2019,390781,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,BE,2020,71267,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,BE,2021,1417,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,BE,2022,0,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,BG,2011,2020462,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,BG,2012,216142,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,BG,2013,151818,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,BG,2014,115271,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,BG,2015,307702,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,BG,2016,699486,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,BG,2017,544533,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,BG,2018,1025566,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,BG,2019,973495,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,BG,2020,612322,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,BG,2021,237209,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,BG,2022,47713,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,CY,2011,95169,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,CY,2012,78343,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,CY,2013,81028,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,CY,2014,,,C
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,CY,2015,79788,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,CY,2016,,,C
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,CY,2017,69253,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,CY,2018,47433,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,CY,2019,47480,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,CY,2020,19920,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,CY,2021,8500,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,CY,2022,,,C
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,CZ,2011,1446937,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,CZ,2012,1077031,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,CZ,2013,919677,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,CZ,2014,918869,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,CZ,2015,1006623,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,CZ,2016,883385,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,CZ,2017,678325,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,CZ,2018,753330,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,CZ,2019,602161,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,CZ,2020,252225,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,CZ,2021,41003,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,CZ,2022,21212,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,DE,2011,4691384,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,DE,2012,4688802,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,DE,2013,4079806,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,DE,2014,4841943,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,DE,2015,4148437,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,DE,2016,3527465,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,DE,2017,3391645,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,DE,2018,2491331,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,DE,2019,2218471,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,DE,2020,430353,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,DE,2021,46076,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,DE,2022,13037,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,DK,2011,165760,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,DK,2012,260185,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,DK,2013,223913,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,DK,2014,125114,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,DK,2015,109345,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,DK,2016,85440,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,DK,2017,101092,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,DK,2018,102761,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,DK,2019,94297,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,DK,2020,24204,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,DK,2021,12779,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,DK,2022,13697,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,EE,2011,28427,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,EE,2012,29342,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,EE,2013,27944,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,EE,2014,40327,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,EE,2015,47621,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,EE,2016,62843,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,EE,2017,,,C
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,EE,2018,51946,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,EE,2019,55981,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,EE,2020,40895,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,EE,2021,,,C
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,EE,2022,864,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,EL,2011,704162,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,EL,2012,829763,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,EL,2013,890649,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,EL,2014,482589,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,EL,2015,507160,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,EL,2016,488174,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,EL,2017,505279,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,EL,2018,509702,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,EL,2019,437149,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,EL,2020,230285,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,EL,2021,102846,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP4,KG,EL,2022,69576,,
