DATAFLOW,LAST UPDATE,freq,subst_cat,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP2,KG,SK,2011,1181562,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP2,KG,SK,2012,1343864,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP2,KG,SK,2013,1357543,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP2,KG,SK,2014,1588775,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP2,KG,SK,2015,1624903,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP2,KG,SK,2016,1415291,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP2,KG,SK,2017,1465695,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP2,KG,SK,2018,1706719,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP2,KG,SK,2019,1662498,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP2,KG,SK,2020,1731082,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP2,KG,SK,2021,1771777,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP2,KG,SK,2022,1562815,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,AT,2011,336927,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,AT,2012,371617,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,AT,2013,430309,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,AT,2014,469413,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,AT,2015,466483,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,AT,2016,475684,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,AT,2017,468335,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,AT,2018,445209,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,AT,2019,436856,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,AT,2020,454033,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,AT,2021,529859,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,AT,2022,542689,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,BE,2011,817685,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,BE,2012,843334,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,BE,2013,825573,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,BE,2014,909898,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,BE,2015,799639,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,BE,2016,824378,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,BE,2017,764390,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,BE,2018,749047,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,BE,2019,738292,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,BE,2020,583651,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,BE,2021,722693,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,BE,2022,706348,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,BG,2011,707767,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,BG,2012,207966,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,BG,2013,154308,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,BG,2014,145708,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,BG,2015,298973,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,BG,2016,671272,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,BG,2017,513068,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,BG,2018,963455,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,BG,2019,624604,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,BG,2020,606357,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,BG,2021,711022,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,BG,2022,727637,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,CY,2011,46190,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,CY,2012,53311,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,CY,2013,42243,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,CY,2014,49799,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,CY,2015,62460,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,CY,2016,,,C
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,CY,2017,63210,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,CY,2018,91048,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,CY,2019,99074,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,CY,2020,94328,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,CY,2021,105314,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,CY,2022,93705,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,CZ,2011,793226,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,CZ,2012,828825,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,CZ,2013,998957,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,CZ,2014,1044466,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,CZ,2015,1081325,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,CZ,2016,1016172,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,CZ,2017,1033407,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,CZ,2018,951677,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,CZ,2019,920265,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,CZ,2020,935189,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,CZ,2021,826184,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,CZ,2022,870953,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,DE,2011,3780434,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,DE,2012,3907745,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,DE,2013,4105851,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,DE,2014,3825512,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,DE,2015,5134729,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,DE,2016,5411562,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,DE,2017,5517488,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,DE,2018,5118280,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,DE,2019,5023257,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,DE,2020,4902720,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,DE,2021,5604493,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,DE,2022,6262197,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,DK,2011,231559,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,DK,2012,431644,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,DK,2013,321831,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,DK,2014,161152,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,DK,2015,186590,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,DK,2016,237776,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,DK,2017,239746,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,DK,2018,191085,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,DK,2019,233594,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,DK,2020,261694,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,DK,2021,336490,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,DK,2022,389514,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,EE,2011,,,C
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,EE,2012,,,C
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,EE,2013,,,C
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,EE,2014,37081,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,EE,2015,,,C
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,EE,2016,,,C
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,EE,2017,83246,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,EE,2018,63073,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,EE,2019,63106,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,EE,2020,79422,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,EE,2021,89695,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,EE,2022,,,C
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,EL,2011,2459796,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,EL,2012,1845618,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,EL,2013,2399103,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,EL,2014,1057724,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,EL,2015,1231158,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,EL,2016,1260473,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,EL,2017,1242498,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,EL,2018,1248430,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,EL,2019,1232157,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,EL,2020,1247309,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,EL,2021,1193008,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,EL,2022,1116205,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,ES,2011,11730876,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,ES,2012,11056764,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,ES,2013,13030919,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,ES,2014,12853603,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,ES,2015,13336519,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,ES,2016,13884169,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,ES,2017,13014264,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,ES,2018,11780860,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,ES,2019,12897836,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,ES,2020,7096717,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,ES,2021,7125997,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,ES,2022,6712186,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,EU27_2020,2011,,,C
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,EU27_2020,2012,,,C
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,EU27_2020,2013,,,C
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,EU27_2020,2014,53578933,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,EU27_2020,2015,,,C
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,EU27_2020,2016,,,C
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,EU27_2020,2017,54116551,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,EU27_2020,2018,56192974,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,EU27_2020,2019,49377808,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,EU27_2020,2020,46690037,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,EU27_2020,2021,51105844,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,EU27_2020,2022,,,C
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,FI,2011,45349,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,FI,2012,49551,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,FI,2013,44190,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,FI,2014,49468,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,FI,2015,72576,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,FI,2016,63170,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,FI,2017,58513,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,FI,2018,54505,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,FI,2019,46366,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,FI,2020,51056,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,FI,2021,56560,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,FI,2022,51090,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,FR,2011,9663550,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,FR,2012,9809572,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,FR,2013,10068415,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,FR,2014,11210753,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,FR,2015,10150126,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,FR,2016,10919157,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,FR,2017,10899239,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,FR,2018,13421209,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,FR,2019,7728450,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,FR,2020,9719322,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,FR,2021,10933672,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,FR,2022,11418184,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,HR,2011,216818,e,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,HR,2012,216818,e,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,HR,2013,216818,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,HR,2014,243687,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,HR,2015,237126,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,HR,2016,231799,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,HR,2017,230255,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,HR,2018,215107,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,HR,2019,223166,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,HR,2020,197738,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,HR,2021,179194,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,HR,2022,226014,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,HU,2011,1102743,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,HU,2012,1302220,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,HU,2013,1362009,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,HU,2014,1603588,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,HU,2015,1646408,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,HU,2016,1620493,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,HU,2017,1815899,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,HU,2018,1581794,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,HU,2019,1420682,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,HU,2020,1833003,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,HU,2021,1711888,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,HU,2022,1581474,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,IE,2011,101695,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,IE,2012,103775,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,IE,2013,124858,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,IE,2014,105611,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,IE,2015,169996,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,IE,2016,186028,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,IE,2017,152530,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,IE,2018,173157,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,IE,2019,142010,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,IE,2020,212627,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,IE,2021,221782,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,IE,2022,229039,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,IS,2015,179,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,IS,2016,47,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,IS,2017,30,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,IS,2018,234,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,IS,2019,176,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,IS,2020,318,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,IS,2021,498,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,IS,2022,363,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,IT,2011,11799129,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,IT,2012,10695883,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,IT,2013,10528734,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,IT,2014,11319035,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,IT,2015,11236313,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,IT,2016,10665804,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,IT,2017,9436999,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,IT,2018,9844097,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,IT,2019,8346257,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,IT,2020,8757413,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,IT,2021,8906030,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,IT,2022,7367840,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,LT,2011,151042,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,LT,2012,227880,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,LT,2013,240546,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,LT,2014,280671,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,LT,2015,440351,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,LT,2016,542278,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,LT,2017,492385,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,LT,2018,366759,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,LT,2019,370690,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,LT,2020,328250,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,LT,2021,371387,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,LT,2022,421090,,
ESTAT:AEI_PESTSAL_RSK(1.0),03/06/25 11:00:00,A,GRP3,KG,LU,2011,16652,,
